ILLUMINA HumanRef 8 V3 probe	Protein stable ID
	ENSP00000458892
	
	
ILMN_2115777	ENSP00000460927
ILMN_1729894	
	
ILMN_1751460	ENSP00000295727
ILMN_1765668	ENSP00000418637
	
	
	
	
	
	
	
	
	
	
	ENSP00000449247
	
ILMN_1751460	
	
	
	ENSP00000417437
ILMN_1749744	ENSP00000374588
ILMN_1729894	
ILMN_2259319	
	
	
ILMN_1765668	ENSP00000420725
	
	
ILMN_2115777	ENSP00000394449
	
ILMN_1737685	ENSP00000368140
ILMN_1688101	ENSP00000415396
	
	
	
	
	
	
	
	
ILMN_2204983	ENSP00000221114
	
	
	
ILMN_1737685	ENSP00000368145
	
	
	ENSP00000458262
ILMN_1688101	ENSP00000413300
	
	
	ENSP00000387852
	
	
	
	ENSP00000480534
	
	
	
	
	
	
	
	ENSP00000464389
	
	
	
	
	
	
	
	
	
ILMN_1688101	ENSP00000449365
	
	
	ENSP00000382610
ILMN_1770228	ENSP00000459812
	
	
	
ILMN_2204983	ENSP00000430109
ILMN_1699354	ENSP00000351209
	
	
	
	
	
ILMN_2232339	ENSP00000279178
	
	
	
	
	
ILMN_1729894	ENSP00000431473
ILMN_2259319	ENSP00000431473
	
	
	ENSP00000482502
ILMN_1729894	ENSP00000433545
ILMN_2259319	ENSP00000433545
ILMN_1737685	
ILMN_1688101	ENSP00000449578
	
ILMN_2278413	ENSP00000321309
ILMN_2378845	ENSP00000321309
	
	
ILMN_1729894	
ILMN_2259319	
	
	
	
	
ILMN_1737685	
	
	
ILMN_1737685	
	ENSP00000431017
	
	
ILMN_2042792	ENSP00000431661
	
	
	ENSP00000484480
	
	
ILMN_2204983	ENSP00000427955
	
	
	
	
	ENSP00000429408
	
	
ILMN_1737685	ENSP00000416770
	
	ENSP00000388871
	
	
ILMN_1769492	ENSP00000300105
	
	
ILMN_1703883	ENSP00000316518
	
ILMN_1749744	
	
ILMN_1657547	ENSP00000330240
ILMN_2288784	ENSP00000330240
	
	
	
	
ILMN_2042792	ENSP00000283547
	
	ENSP00000416570
	
	
	
	
	
	ENSP00000389684
ILMN_1686626	
ILMN_2357976	
	
	ENSP00000489764
ILMN_1726164	ENSP00000368759
ILMN_2261076	ENSP00000368759
	ENSP00000400730
ILMN_1659990	ENSP00000257696
ILMN_1657547	ENSP00000321563
ILMN_1803490	ENSP00000321563
	
ILMN_2049364	
ILMN_1659990	
	
	
ILMN_2355953	ENSP00000478077
	ENSP00000326432
ILMN_1659990	
	
ILMN_1749744	
	
ILMN_1749744	
ILMN_2049364	ENSP00000407622
	ENSP00000490788
	
ILMN_1726164	ENSP00000395237
ILMN_2261076	ENSP00000395237
	
	ENSP00000489798
	ENSP00000390104
	
ILMN_2077623	ENSP00000403282
ILMN_1749744	
ILMN_2190779	ENSP00000297540
	
	ENSP00000272839
	
ILMN_2176768	ENSP00000367893
ILMN_1749744	
ILMN_2084489	ENSP00000477392
	
	
	
ILMN_1726164	ENSP00000422871
	ENSP00000409485
ILMN_2355953	ENSP00000478727
ILMN_1672382	ENSP00000481301
ILMN_2176768	ENSP00000367877
ILMN_2205405	
ILMN_2205405	
	
	
	
	
ILMN_1735958	
	
	
	
ILMN_2355953	ENSP00000478584
ILMN_1760705	ENSP00000262753
	ENSP00000401732
	ENSP00000385481
	ENSP00000476367
	ENSP00000359797
ILMN_2355953	ENSP00000484286
	ENSP00000483959
ILMN_1712308	ENSP00000265342
ILMN_1661566	ENSP00000265342
	
	ENSP00000362238
	ENSP00000400418
	
	ENSP00000403317
ILMN_2355953	
	
ILMN_1743619	ENSP00000368745
ILMN_1726164	ENSP00000368745
ILMN_2166812	ENSP00000479102
	
ILMN_2176768	ENSP00000441119
	
	ENSP00000392062
	ENSP00000480466
ILMN_2166812	
ILMN_2190779	
	ENSP00000476408
	ENSP00000484379
ILMN_2355953	ENSP00000479497
ILMN_1698001	ENSP00000288986
ILMN_2190779	
	
ILMN_1677108	ENSP00000403180
	ENSP00000461733
	
	
	
ILMN_1698001	ENSP00000417273
	
	
	
ILMN_1707277	ENSP00000440655
ILMN_1727646	ENSP00000440655
	ENSP00000434858
ILMN_2049364	ENSP00000415115
	ENSP00000419302
	
ILMN_1715259	ENSP00000396085
	ENSP00000419677
	
	
	ENSP00000418513
	ENSP00000339585
ILMN_2284794	
ILMN_1751079	
	
	
ILMN_2140895	
	
ILMN_2140895	
	
	
	
	
	ENSP00000459788
	
ILMN_2166812	ENSP00000479047
	
ILMN_1726164	ENSP00000421282
	ENSP00000393218
ILMN_1770228	ENSP00000458934
	
	ENSP00000417729
ILMN_1726164	ENSP00000380534
ILMN_1726164	ENSP00000424975
ILMN_1789995	ENSP00000488643
	ENSP00000419544
	
	
	
	ENSP00000427662
ILMN_1759173	ENSP00000352069
	
	
	
	
	ENSP00000412899
	
	
	ENSP00000456451
	
ILMN_1698001	ENSP00000419631
	ENSP00000484273
	ENSP00000456582
	
	
	
ILMN_2261076	ENSP00000478563
	
	
ILMN_1698001	ENSP00000418060
ILMN_1741566	ENSP00000379204
ILMN_2205882	ENSP00000371201
	ENSP00000406811
	
	
ILMN_2079803	ENSP00000461225
ILMN_2077623	ENSP00000433230
	ENSP00000455347
	
	
	ENSP00000461436
	
ILMN_1741566	ENSP00000379205
	
	
ILMN_2205882	ENSP00000319127
ILMN_1686626	ENSP00000434736
ILMN_2357976	ENSP00000434736
ILMN_1741566	
	
	
ILMN_1659703	ENSP00000455311
	
ILMN_1741566	
	
ILMN_1685934	
	
	ENSP00000459843
	ENSP00000398687
ILMN_2207393	ENSP00000482531
ILMN_2092077	ENSP00000291009
	
	ENSP00000390814
ILMN_1752591	ENSP00000314625
	ENSP00000460896
	
	
	
	
	ENSP00000430702
ILMN_2207393	
ILMN_1652512	ENSP00000329302
ILMN_2384513	ENSP00000329302
ILMN_2079803	
ILMN_1752591	ENSP00000497088
ILMN_2207393	
	
ILMN_2207393	ENSP00000484612
	ENSP00000399046
	ENSP00000485590
	
	
	ENSP00000409249
ILMN_2207393	
	
	ENSP00000429656
	
	
	ENSP00000406981
ILMN_2207393	
	
	
ILMN_2079803	ENSP00000460420
	ENSP00000412803
ILMN_2077623	ENSP00000256196
	
	ENSP00000378349
ILMN_1755075	ENSP00000401879
	
ILMN_1753663	
	
	ENSP00000428281
ILMN_1652512	ENSP00000369853
ILMN_1805127	ENSP00000369853
ILMN_2384513	ENSP00000369853
ILMN_2077623	ENSP00000437083
ILMN_2129734	
	
	ENSP00000429398
ILMN_1685934	ENSP00000264031
ILMN_1679809	ENSP00000381607
ILMN_1813766	ENSP00000371169
ILMN_1806520	ENSP00000349669
	
	ENSP00000428196
	
ILMN_1800082	ENSP00000471733
	ENSP00000254719
ILMN_2077623	ENSP00000434104
ILMN_1679809	ENSP00000381604
	ENSP00000371151
ILMN_1734827	ENSP00000357642
	ENSP00000429155
	
	ENSP00000319739
	
	
	
	
	ENSP00000416648
ILMN_2077623	ENSP00000431954
	
	ENSP00000378347
ILMN_1800602	ENSP00000394842
	
ILMN_1679809	ENSP00000493538
	
ILMN_1755075	ENSP00000370748
ILMN_1759475	ENSP00000405095
ILMN_1813766	ENSP00000412000
	ENSP00000453052
	
	
ILMN_2077623	ENSP00000435453
	
	
	
ILMN_1677108	ENSP00000295055
	ENSP00000461466
	
	
	ENSP00000436190
	
	ENSP00000432559
	
ILMN_1679809	
	
ILMN_2384513	
ILMN_1734827	ENSP00000357643
ILMN_1800082	ENSP00000321874
	
	ENSP00000403805
	
	ENSP00000436887
	
ILMN_1683562	ENSP00000272348
ILMN_2077623	ENSP00000437547
	ENSP00000413596
ILMN_1710207	ENSP00000238961
	
	
	ENSP00000416191
ILMN_2166716	ENSP00000370420
	ENSP00000371149
	ENSP00000468914
	ENSP00000494477
	
ILMN_1707277	ENSP00000344740
ILMN_1727646	ENSP00000344740
	
	ENSP00000359294
	ENSP00000371147
ILMN_1710207	ENSP00000496951
	
ILMN_1683562	
	
	
	ENSP00000359292
ILMN_1800602	
	
ILMN_1679809	ENSP00000484929
	
	ENSP00000413381
	
ILMN_1697817	ENSP00000227638
	ENSP00000476379
	ENSP00000472638
ILMN_1800602	ENSP00000233612
ILMN_1813766	
ILMN_1679809	
ILMN_1755075	
	
	ENSP00000484686
	ENSP00000408620
	
	ENSP00000404771
	
ILMN_2207419	ENSP00000491427
ILMN_1697817	ENSP00000411461
	
	ENSP00000411785
ILMN_1683562	ENSP00000441332
	ENSP00000440723
	
	ENSP00000437629
	
	
ILMN_1813766	ENSP00000388096
	
ILMN_2384513	
ILMN_1683562	ENSP00000402194
	
ILMN_1682459	ENSP00000264071
	
	
ILMN_2207419	ENSP00000359788
	
	
	
	
	
ILMN_2406084	ENSP00000403392
ILMN_1651343	ENSP00000403392
	
	
ILMN_1735958	ENSP00000262432
	
	
ILMN_1790751	
	
ILMN_1683562	ENSP00000391403
	
	
ILMN_1805127	
	ENSP00000417616
ILMN_2166716	ENSP00000370417
ILMN_1683562	ENSP00000416334
	
ILMN_1743966	ENSP00000335320
	
	
	ENSP00000433293
	
	
	
ILMN_1683562	ENSP00000393388
ILMN_1673743	
	ENSP00000441679
	
	
ILMN_1673743	ENSP00000379329
	ENSP00000482938
	
ILMN_1779163	ENSP00000435560
	
ILMN_1727756	ENSP00000277517
ILMN_1735958	ENSP00000418402
	
	
	
	ENSP00000405144
ILMN_2207393	ENSP00000483036
	
ILMN_2207393	ENSP00000481924
ILMN_1790751	
ILMN_2157441	ENSP00000372608
	ENSP00000414780
	ENSP00000418989
	
	ENSP00000431808
	ENSP00000472481
ILMN_1688104	ENSP00000346652
ILMN_2404112	ENSP00000346652
	
ILMN_1759173	
	
ILMN_2355225	
	ENSP00000469936
	
	
	
ILMN_1790751	
	
	
	
	
ILMN_2157441	ENSP00000403385
	ENSP00000470983
	
	
	
	
	
	
	
	
ILMN_1752884	ENSP00000461479
	
	
	
ILMN_1759173	
ILMN_2207393	ENSP00000477620
	
	
	
	ENSP00000377078
	ENSP00000469560
ILMN_1759173	
	
ILMN_1759173	
	ENSP00000432804
	
ILMN_2207419	
	
ILMN_2207419	
	
	ENSP00000433281
	
	
	ENSP00000471320
	
	
	
ILMN_1694980	ENSP00000225927
ILMN_1668847	ENSP00000456216
	
	ENSP00000307254
	ENSP00000472795
	
	
	ENSP00000433956
	
	
	ENSP00000471880
	ENSP00000467135
ILMN_1668847	
	
ILMN_1733799	ENSP00000409009
	ENSP00000436086
ILMN_1687219	ENSP00000331727
ILMN_1788664	ENSP00000331727
	ENSP00000432830
	
	ENSP00000467836
	
ILMN_1679238	ENSP00000481252
	
	ENSP00000472375
	ENSP00000466892
	ENSP00000437120
ILMN_1656577	ENSP00000333781
ILMN_1687219	ENSP00000333781
	
	ENSP00000486080
	ENSP00000468843
	
	ENSP00000468665
ILMN_1759173	ENSP00000348283
	
	
ILMN_1751079	ENSP00000405356
	ENSP00000471503
ILMN_2086238	ENSP00000304360
	
	
	
	ENSP00000428435
ILMN_1752884	ENSP00000461239
	
ILMN_1699669	ENSP00000292174
ILMN_2337931	ENSP00000292174
ILMN_2337928	ENSP00000292174
	ENSP00000469660
	
	
	ENSP00000481832
ILMN_1733937	ENSP00000262065
	ENSP00000460921
	
ILMN_1751079	
	ENSP00000477576
	ENSP00000483894
	
	
	
ILMN_1680925	ENSP00000464321
ILMN_1656577	ENSP00000483158
ILMN_1687219	ENSP00000483158
	
	
ILMN_1733937	ENSP00000497849
	ENSP00000490953
	
	
ILMN_1687219	ENSP00000482818
ILMN_1788664	ENSP00000482818
	ENSP00000459819
	ENSP00000489931
	ENSP00000490835
ILMN_1747195	
ILMN_2390299	
	
	ENSP00000461089
	ENSP00000490535
	
	
	
	
	
	ENSP00000459202
	
	ENSP00000470627
	
	
	
	
	
	
ILMN_1743205	ENSP00000414062
ILMN_1729894	ENSP00000414062
	
	
	ENSP00000459129
	
	
ILMN_1685640	
ILMN_2259319	ENSP00000465322
	
ILMN_1685640	
	
	
	
	
ILMN_1739792	ENSP00000339467
	
	
	
ILMN_1685640	
ILMN_1770015	ENSP00000459509
	ENSP00000437311
ILMN_1739792	ENSP00000380176
	
	
ILMN_1685640	
	
	ENSP00000480811
	
	ENSP00000380175
ILMN_1655474	ENSP00000340162
ILMN_1685640	
	
	ENSP00000436932
	
	
	
	
	ENSP00000432031
ILMN_1768819	ENSP00000479466
	
	
	ENSP00000484242
ILMN_1798841	ENSP00000367032
	
	
	ENSP00000482948
ILMN_1680925	ENSP00000262613
	
ILMN_1768819	
	
	
	
ILMN_1680925	ENSP00000464982
	
	
	
	
	
	
	
	
	
ILMN_1729894	ENSP00000263094
	ENSP00000382215
ILMN_1680925	
	
	
	
	
ILMN_1733799	ENSP00000458707
	ENSP00000464117
	
ILMN_1798841	ENSP00000333751
	
	
ILMN_1655474	ENSP00000450599
	
	
	
ILMN_2129312	ENSP00000461221
	
ILMN_1655474	ENSP00000450800
	
ILMN_1733799	ENSP00000461433
	
	
	
	
ILMN_2071405	ENSP00000347834
ILMN_1733799	ENSP00000445543
ILMN_1660844	ENSP00000407787
ILMN_1773623	ENSP00000466799
	
	ENSP00000412183
	
ILMN_2324202	ENSP00000359353
ILMN_1784706	ENSP00000359353
	ENSP00000353717
	
	
	
ILMN_1773623	
ILMN_1655474	ENSP00000451565
ILMN_1773623	
ILMN_1773623	ENSP00000465128
ILMN_1655474	ENSP00000384683
	
ILMN_1655474	ENSP00000451160
ILMN_2324202	
ILMN_1784706	
ILMN_1655474	ENSP00000451285
	
ILMN_1655474	ENSP00000409504
ILMN_1733799	ENSP00000460299
	ENSP00000327290
ILMN_1773623	ENSP00000225929
	
	
ILMN_1655474	ENSP00000450570
ILMN_1655474	ENSP00000450987
ILMN_2324202	
ILMN_1784706	
	ENSP00000480556
	
	
	
ILMN_1733799	ENSP00000458720
	
	ENSP00000494096
	ENSP00000474850
	ENSP00000467174
ILMN_1655474	ENSP00000481786
	
	
	ENSP00000467519
	
	ENSP00000459769
	
	ENSP00000466838
	
	ENSP00000474678
ILMN_1733799	
	
	ENSP00000460329
	
ILMN_1663119	ENSP00000280904
ILMN_2381257	ENSP00000280904
	ENSP00000460100
	
	ENSP00000479562
	ENSP00000460461
	
	
	ENSP00000476435
ILMN_1733799	ENSP00000408827
	ENSP00000353685
	
	
	ENSP00000398774
	
	
	
	ENSP00000485975
	
	
ILMN_1792947	ENSP00000306999
ILMN_1809662	ENSP00000367049
ILMN_2226415	ENSP00000367049
ILMN_1663119	ENSP00000251081
ILMN_2381257	ENSP00000251081
ILMN_2290089	ENSP00000467942
	
ILMN_1793578	ENSP00000363344
	
	
	ENSP00000428928
	ENSP00000451310
	ENSP00000428027
	
	
ILMN_2120917	ENSP00000355013
	
	
	
	
	ENSP00000389384
	ENSP00000428959
	ENSP00000431458
	
	ENSP00000452552
	ENSP00000380563
	
	ENSP00000394201
ILMN_1663119	ENSP00000497441
ILMN_2381257	ENSP00000497441
	
ILMN_1688104	ENSP00000367030
ILMN_1767006	ENSP00000406913
ILMN_1747195	ENSP00000406913
ILMN_2390299	ENSP00000406913
	
	
	
	
	
	
	
ILMN_1742577	ENSP00000354040
	
	
	ENSP00000397335
	ENSP00000417594
	
	ENSP00000493551
	
	
	
	
	
	
	ENSP00000419625
	ENSP00000353168
	
	ENSP00000324263
ILMN_1790534	ENSP00000345083
ILMN_1680777	ENSP00000345083
	
	ENSP00000390611
	ENSP00000431476
	
	
ILMN_1680777	
ILMN_1742577	
	ENSP00000389497
ILMN_1767006	ENSP00000402406
ILMN_1747195	ENSP00000402406
ILMN_2390299	ENSP00000402406
	
	
ILMN_1747195	ENSP00000412618
ILMN_2390299	ENSP00000412618
ILMN_2284794	ENSP00000412618
	
ILMN_1680777	ENSP00000431203
	
ILMN_1726250	ENSP00000402505
	
	ENSP00000463013
	
ILMN_1710052	ENSP00000439084
ILMN_1696316	ENSP00000439084
ILMN_1726250	ENSP00000471545
	
ILMN_1747195	
ILMN_2390299	
ILMN_2284794	
ILMN_1751079	
ILMN_1680777	ENSP00000463202
	
	
ILMN_1680777	ENSP00000463417
	
	ENSP00000462354
	
ILMN_1680777	
ILMN_1790534	ENSP00000464043
ILMN_1680777	ENSP00000464043
	ENSP00000463729
	
	
ILMN_2364535	
ILMN_1733932	
	
	
ILMN_1664016	ENSP00000319200
	
	ENSP00000471597
ILMN_1670130	ENSP00000263620
	
	
	
ILMN_2364535	
ILMN_1733932	
ILMN_1664016	ENSP00000352995
ILMN_1726250	
	
	ENSP00000462192
	
ILMN_1670130	ENSP00000464969
	
ILMN_2364535	
ILMN_1733932	
	
ILMN_2364535	
ILMN_1733932	
	ENSP00000440911
	
ILMN_1696316	ENSP00000265641
ILMN_1687589	ENSP00000265641
	ENSP00000434068
	
ILMN_1664016	ENSP00000470729
	
	ENSP00000319139
	
ILMN_1696316	ENSP00000446108
	
	
	
	
ILMN_1790534	
	ENSP00000462178
	
	ENSP00000454332
	ENSP00000457826
ILMN_1668909	ENSP00000478619
ILMN_1731851	ENSP00000483491
	ENSP00000455116
ILMN_1672000	
	ENSP00000457663
ILMN_1790534	ENSP00000355081
ILMN_1680777	ENSP00000486923
ILMN_1710052	ENSP00000365803
ILMN_1696316	ENSP00000365803
	
	
ILMN_1726250	
	
	
	
ILMN_1781184	ENSP00000442795
	ENSP00000444259
ILMN_1726250	
ILMN_1726250	
	ENSP00000458866
ILMN_2352326	ENSP00000393564
ILMN_1753498	ENSP00000393564
ILMN_1726250	
	ENSP00000473216
	ENSP00000467687
ILMN_2206413	ENSP00000469441
ILMN_1710622	ENSP00000267803
ILMN_1726250	
	ENSP00000485325
ILMN_2109536	ENSP00000454322
ILMN_1775716	ENSP00000454322
	
ILMN_2048957	ENSP00000284629
	ENSP00000468755
ILMN_1660844	ENSP00000434466
ILMN_1710622	ENSP00000453569
ILMN_1664016	ENSP00000482647
	
	ENSP00000468583
	
	
	
	
	
	ENSP00000467322
	
	
	
	
	ENSP00000485097
ILMN_1764230	ENSP00000204679
ILMN_2109536	ENSP00000456138
ILMN_1775716	ENSP00000456138
ILMN_1790740	ENSP00000456138
	
	
	ENSP00000469163
	
	
	
	
	
	ENSP00000474623
	
	
	
	
ILMN_1781184	ENSP00000256993
	
ILMN_2206413	ENSP00000472220
ILMN_1781184	ENSP00000382193
	ENSP00000433644
	
	
ILMN_1733669	
ILMN_1741648	ENSP00000416466
	
	
ILMN_2352326	ENSP00000464814
	
	ENSP00000432776
	ENSP00000411739
ILMN_1710622	ENSP00000454019
	
	ENSP00000436248
	
	
ILMN_1741648	ENSP00000409159
	ENSP00000332288
	
	
ILMN_1710622	ENSP00000415512
	ENSP00000435758
ILMN_1741648	ENSP00000399594
ILMN_1794968	ENSP00000453313
	
	
	
ILMN_2225956	
ILMN_2352326	ENSP00000377406
ILMN_1753498	ENSP00000377406
	
	
	
	
ILMN_2225956	ENSP00000427428
	
	ENSP00000453614
	ENSP00000434413
	
	
ILMN_1660844	ENSP00000441084
ILMN_1705515	
	
	
	
	
	ENSP00000460728
	
	
	ENSP00000375248
	
	ENSP00000291440
ILMN_2376108	ENSP00000404847
ILMN_1686626	ENSP00000407647
ILMN_2357976	ENSP00000407647
	ENSP00000389240
ILMN_2376108	ENSP00000411561
	
	ENSP00000453836
	
ILMN_2376108	
	ENSP00000396596
ILMN_2352326	
ILMN_1753498	
	
	
	ENSP00000387601
	
	
	ENSP00000454084
ILMN_2352326	
ILMN_1753498	
	ENSP00000454117
	
	ENSP00000453809
	ENSP00000452782
	ENSP00000453295
ILMN_1679045	
ILMN_1669465	
ILMN_2388403	
	
ILMN_1764230	
	ENSP00000452795
	
	
	
	
	ENSP00000350740
	
	ENSP00000453217
	
	ENSP00000480060
	
	
	
ILMN_2376108	ENSP00000396813
	
ILMN_1686626	
ILMN_2357976	
ILMN_1764230	
	ENSP00000285848
ILMN_1764230	ENSP00000435349
	
	ENSP00000408178
ILMN_1710622	ENSP00000480154
ILMN_1679045	
ILMN_1764230	
	
ILMN_1679045	
	ENSP00000405539
ILMN_2376108	
	
	
	
ILMN_1726250	ENSP00000373577
	
	
	
	
	
ILMN_1662483	
ILMN_2133534	
	
	
	
	
	
	
ILMN_2144352	
ILMN_1662483	
ILMN_2133534	
	
	
ILMN_1658807	ENSP00000458797
	
	
	
ILMN_2048957	
	
ILMN_2048957	
ILMN_2048957	
ILMN_1806710	ENSP00000496593
	
	
ILMN_2127298	ENSP00000248076
	
	
ILMN_2048957	ENSP00000389791
	
	ENSP00000490186
ILMN_1806710	ENSP00000367059
	ENSP00000402919
ILMN_2226271	ENSP00000321724
	ENSP00000471518
	
ILMN_2399503	ENSP00000262376
ILMN_2290089	ENSP00000262376
ILMN_2226271	ENSP00000469309
	
	
	
	ENSP00000430217
	ENSP00000428446
	ENSP00000401793
ILMN_1789504	ENSP00000482732
ILMN_1694923	ENSP00000482732
	
	ENSP00000468740
ILMN_2226271	ENSP00000369017
ILMN_1760732	ENSP00000386210
	ENSP00000432859
	
ILMN_2399503	ENSP00000379894
	
ILMN_1686626	ENSP00000404695
ILMN_2357976	ENSP00000404695
ILMN_2334242	ENSP00000387699
	
ILMN_1713884	ENSP00000007390
	ENSP00000468143
	ENSP00000487748
	ENSP00000495145
	ENSP00000455934
	
ILMN_1713884	ENSP00000455722
	ENSP00000465309
ILMN_1724837	ENSP00000242351
ILMN_1667068	ENSP00000242351
	
	
ILMN_1789504	ENSP00000303554
ILMN_1694923	ENSP00000303554
ILMN_2334242	ENSP00000236995
	ENSP00000465308
	ENSP00000468776
	ENSP00000407227
ILMN_1724837	ENSP00000418385
ILMN_2402640	ENSP00000257197
	
ILMN_1806710	ENSP00000488721
	
	ENSP00000466437
ILMN_1806710	ENSP00000488071
	ENSP00000496370
	ENSP00000403678
ILMN_2402640	ENSP00000257198
	ENSP00000490230
	
	ENSP00000413621
ILMN_1729973	ENSP00000420107
ILMN_1724837	ENSP00000420107
	ENSP00000495669
	ENSP00000392428
	ENSP00000404890
ILMN_1806710	
ILMN_1729973	ENSP00000419855
ILMN_1724837	ENSP00000419855
	
	ENSP00000399239
	
ILMN_1808999	
	ENSP00000405711
	ENSP00000391125
	ENSP00000412016
	ENSP00000401803
	
	
	
	ENSP00000381155
ILMN_1733669	ENSP00000371710
	
	
	
ILMN_2119945	ENSP00000401834
	
	
	
ILMN_1733669	ENSP00000425093
ILMN_1690576	ENSP00000399030
ILMN_1686626	ENSP00000399030
ILMN_2357976	ENSP00000399030
ILMN_1686626	
ILMN_2357976	
ILMN_1686626	ENSP00000391335
ILMN_2357976	ENSP00000391335
	
	ENSP00000424931
	ENSP00000451318
ILMN_1686626	
ILMN_2357976	
	
	ENSP00000422138
ILMN_1686626	
ILMN_2357976	
	ENSP00000427383
ILMN_1690576	ENSP00000410915
ILMN_1686626	ENSP00000410915
ILMN_2357976	ENSP00000410915
ILMN_2358069	ENSP00000384155
ILMN_1690576	
	ENSP00000425854
	ENSP00000237889
	ENSP00000363268
	ENSP00000395671
	
	
	
	ENSP00000396930
ILMN_1741265	ENSP00000375946
	
ILMN_1690576	ENSP00000396623
	
ILMN_1701596	ENSP00000429374
ILMN_1690576	ENSP00000404735
ILMN_1733669	ENSP00000274170
	
	ENSP00000410600
	
	ENSP00000388382
	ENSP00000490644
ILMN_1741265	
	ENSP00000407336
ILMN_1658807	ENSP00000459214
ILMN_1741265	
	
	ENSP00000009589
	
	ENSP00000417246
	
	ENSP00000413149
ILMN_1690576	ENSP00000405386
	ENSP00000388776
ILMN_2260313	ENSP00000295728
ILMN_1741265	ENSP00000295728
ILMN_1690576	ENSP00000406006
ILMN_1690576	ENSP00000391070
ILMN_1658807	ENSP00000394103
	ENSP00000429049
ILMN_1741265	ENSP00000395120
	ENSP00000395067
	
ILMN_1813104	ENSP00000344260
ILMN_2260313	
ILMN_1808999	ENSP00000270747
	ENSP00000363263
	ENSP00000395873
	
	ENSP00000363266
	ENSP00000427788
	
ILMN_1749109	ENSP00000378394
ILMN_2355559	ENSP00000378394
ILMN_1739421	
	
	
	ENSP00000427860
	ENSP00000389079
ILMN_1786335	ENSP00000373691
	ENSP00000428104
	
	ENSP00000429333
	
	ENSP00000496960
	
	
	
	ENSP00000391145
ILMN_1654541	ENSP00000406389
ILMN_1674778	ENSP00000406389
	ENSP00000451563
ILMN_1794968	ENSP00000304923
	
	
	
	ENSP00000428146
	
	
	
	
	ENSP00000488331
ILMN_1654541	ENSP00000409104
ILMN_1674778	ENSP00000409104
	
	ENSP00000381093
ILMN_1813104	ENSP00000480229
	
	ENSP00000414370
	
	ENSP00000478703
ILMN_1658807	ENSP00000219700
	
	
	
